1+11=13|1+11=12
11+55=60|11+55=66
11+55=69|11+55=66
11+58=60|11+58=69
11+58=66|11+58=69
11+59=79|11+59=70
11+61=73|11+61=72
11+62=72|11+62=73
11+62=75|11+62=73
11+64=73|11+64=75
11+65=79|11+65=76
11+68=70|11+68=79
11+68=76|11+68=79
11+69=86|11+69=80
11+69=89|11+69=80
11+71=83|11+71=82
11+72=82|11+72=83
11+72=85|11+72=83
11+74=83|11+74=85
11+75=89|11+75=86
11+78=80|11+78=89
11+78=86|11+78=89
11+79=99|11+79=90
11+8=10|11+8=19
11+8=16|11+8=19
11+81=93|11+81=92
11+82=92|11+82=93
11+82=95|11+82=93
11+84=93|11+84=95
11+85=90|11+85=96
11+85=99|11+85=96
11+88=90|11+88=99
11+88=96|11+88=99
11+89=106|11+89=100
11+9=26|11+9=20
11+9=29|11+9=20
11+91=103|11+91=102
11+92=102|11+92=103
11+92=105|11+92=103
11+94=103|11+94=105
11+95=100|11+95=106
11+95=109|11+95=106
11+98=106|11+98=109
11+99=116|11+99=110
11+99=119|11+99=110
12-2=16|12-2=10
12-2=19|12-2=10
12-3=0|12-3=9
12-3=6|12-3=9
12-6=0|12-6=6
12-6=9|12-6=6
12-7=3|12-7=5
12-9=2|12-9=3
12+1=12|12+1=13
12+1=15|12+1=13
12+11=22|12+11=23
12+11=25|12+11=23
12+13=23|12+13=25
12+14=20|12+14=26
12+14=29|12+14=26
12+17=20|12+17=29
12+17=26|12+17=29
12+18=36|12+18=30
12+18=39|12+18=30
12+21=32|12+21=33
12+21=35|12+21=33
12+23=33|12+23=35
12+24=30|12+24=36
12+24=39|12+24=36
12+27=30|12+27=39
12+27=36|12+27=39
12+28=46|12+28=40
12+28=49|12+28=40
12+3=13|12+3=15
12+31=42|12+31=43
12+31=45|12+31=43
12+33=43|12+33=45
12+34=40|12+34=46
12+34=49|12+34=46
12+37=40|12+37=49
12+37=46|12+37=49
12+38=56|12+38=50
12+38=59|12+38=50
12+4=10|12+4=16
12+4=19|12+4=16
12+41=52|12+41=53
12+41=55|12+41=53
12+43=53|12+43=55
12+44=50|12+44=56
12+44=59|12+44=56
12+47=50|12+47=59
12+47=56|12+47=59
12+48=66|12+48=60
12+48=69|12+48=60
12+51=62|12+51=63
12+51=65|12+51=63
12+53=63|12+53=65
12+54=60|12+54=66
12+54=69|12+54=66
12+57=60|12+57=69
12+57=66|12+57=69
12+58=76|12+58=70
12+58=79|12+58=70
12+61=72|12+61=73
12+61=75|12+61=73
12+63=73|12+63=75
12+64=70|12+64=76
12+64=79|12+64=76
12+67=70|12+67=79
12+67=76|12+67=79
12+68=86|12+68=80
12+68=89|12+68=80
12+7=10|12+7=19
12+7=16|12+7=19
12+71=82|12+71=83
12+71=85|12+71=83
12+73=83|12+73=85
12+74=80|12+74=86
12+74=89|12+74=86
12+77=80|12+77=89
12+77=86|12+77=89
12+78=96|12+78=90
12+78=99|12+78=90
12+8=26|12+8=20
12+8=29|12+8=20
12+81=92|12+81=93
12+81=95|12+81=93
12+83=93|12+83=95
12+84=90|12+84=96
12+84=99|12+84=96
12+87=90|12+87=99
12+87=96|12+87=99
12+88=106|12+88=100
12+88=109|12+88=100
12+91=102|12+91=103
12+91=105|12+91=103
12+93=103|12+93=105
12+94=100|12+94=106
12+94=109|12+94=106
12+97=100|12+97=109
12+97=106|12+97=109
12+98=116|12+98=110
12+98=119|12+98=110
13-1=13|13-1=12
13-11=3|13-11=2
13-3=16|13-3=10
13-3=19|13-3=10
13-4=0|13-4=9
13-4=6|13-4=9
13-7=0|13-7=6
13-7=9|13-7=6
13-8=3|13-8=5
13+12=23|13+12=25
13+13=20|13+13=26
13+13=29|13+13=26
13+17=36|13+17=30
13+17=39|13+17=30
13+19=33|13+19=32
13+2=13|13+2=15
13+22=33|13+22=35
13+23=30|13+23=36
13+23=39|13+23=36
13+27=49|13+27=40
13+29=43|13+29=42
13+3=10|13+3=16
13+3=19|13+3=16
13+32=43|13+32=45
13+33=49|13+33=46
13+37=56|13+37=50
13+37=59|13+37=50
13+39=53|13+39=52
13+42=53|13+42=55
13+43=50|13+43=56
13+43=59|13+43=56
13+47=66|13+47=60
13+47=69|13+47=60
13+49=63|13+49=62
13+52=63|13+52=65
13+53=60|13+53=66
13+53=69|13+53=66
13+57=76|13+57=70
13+57=79|13+57=70
13+59=73|13+59=72
13+62=73|13+62=75
13+63=70|13+63=76
13+63=79|13+63=76
13+67=86|13+67=80
13+67=89|13+67=80
13+69=83|13+69=82
13+7=26|13+7=20
13+7=29|13+7=20
13+72=83|13+72=85
13+73=80|13+73=86
13+73=89|13+73=86
13+77=96|13+77=90
13+77=99|13+77=90
13+79=93|13+79=92
13+82=93|13+82=95
13+83=90|13+83=96
13+83=99|13+83=96
13+87=106|13+87=100
13+87=109|13+87=100
13+89=103|13+89=102
13+9=23|13+9=22
13+92=103|13+92=105
13+93=100|13+93=106
13+93=109|13+93=106
13+97=116|13+97=110
13+97=119|13+97=110
13+99=113|13+99=112
14-1=12|14-1=13
14-1=15|14-1=13
14-11=2|14-11=3
14-11=5|14-11=3
14-12=3|14-12=2
14-2=13|14-2=12
14-4=16|14-4=10
14-4=19|14-4=10
14-5=0|14-5=9
14+1=13|14+1=15
14+11=23|14+11=25
14+12=20|14+12=26
14+12=29|14+12=26
14+15=20|14+15=29
14+15=26|14+15=29
14+16=36|14+16=30
14+16=39|14+16=30
14+18=33|14+18=32
14+19=32|14+19=33
14+19=35|14+19=33
14+2=10|14+2=16
14+2=19|14+2=16
14+21=33|14+21=35
14+22=30|14+22=36
14+22=39|14+22=36
14+25=30|14+25=39
14+25=36|14+25=39
14+26=46|14+26=40
14+26=49|14+26=40
14+28=43|14+28=42
14+29=42|14+29=43
14+32=40|14+32=46
14+32=49|14+32=46
14+35=40|14+35=49
14+35=46|14+35=49
14+36=56|14+36=50
14+36=59|14+36=50
14+38=53|14+38=52
14+39=52|14+39=53
14+39=55|14+39=53
14+41=53|14+41=55
14+42=50|14+42=56
14+42=59|14+42=56
14+45=50|14+45=59
14+45=56|14+45=59
14+46=66|14+46=60
14+46=69|14+46=60
14+48=63|14+48=62
14+49=62|14+49=63
14+49=65|14+49=63
14+5=10|14+5=19
14+5=16|14+5=19
14+51=63|14+51=65
14+52=60|14+52=66
14+52=69|14+52=66
14+55=60|14+55=69
14+55=66|14+55=69
14+56=76|14+56=70
14+58=73|14+58=72
14+59=72|14+59=73
14+59=75|14+59=73
14+6=26|14+6=20
14+6=29|14+6=20
14+61=73|14+61=75
14+62=70|14+62=76
14+62=79|14+62=76
14+65=76|14+65=79
14+66=86|14+66=80
14+66=89|14+66=80
14+68=83|14+68=82
14+69=82|14+69=83
14+69=85|14+69=83
14+71=83|14+71=85
14+72=80|14+72=86
14+72=89|14+72=86
14+75=86|14+75=89
14+76=96|14+76=90
14+78=93|14+78=92
14+79=92|14+79=93
14+79=95|14+79=93
14+8=23|14+8=22
14+81=93|14+81=95
14+82=90|14+82=96
14+82=99|14+82=96
14+85=90|14+85=99
14+85=96|14+85=99
14+86=106|14+86=100
14+86=109|14+86=100
14+88=103|14+88=102
14+89=102|14+89=103
14+89=105|14+89=103
14+9=22|14+9=23
14+9=25|14+9=23
14+91=103|14+91=105
14+92=100|14+92=106
14+92=109|14+92=106
14+95=100|14+95=109
14+95=106|14+95=109
14+96=116|14+96=110
14+96=119|14+96=110
14+98=113|14+98=112
14+99=112|14+99=113
14+99=115|14+99=113
15-12=5|15-12=3
15-2=15|15-2=13
15-5=16|15-5=10
15-5=19|15-5=10
15-6=0|15-6=9
15-9=0|15-9=6
15+1=10|15+1=16
15+1=19|15+1=16
15+11=20|15+11=26
15+11=29|15+11=26
15+14=20|15+14=29
15+14=26|15+14=29
15+15=36|15+15=30
15+15=39|15+15=30
15+17=33|15+17=32
15+21=30|15+21=36
15+21=39|15+21=36
15+24=30|15+24=39
15+24=36|15+24=39
15+25=46|15+25=40
15+25=49|15+25=40
15+27=43|15+27=42
15+31=40|15+31=46
15+31=49|15+31=46
15+34=40|15+34=49
15+34=46|15+34=49
15+35=56|15+35=50
15+35=59|15+35=50
15+37=53|15+37=52
15+4=10|15+4=19
15+4=16|15+4=19
15+41=50|15+41=56
15+41=59|15+41=56
15+44=50|15+44=59
15+44=56|15+44=59
15+45=66|15+45=60
15+45=69|15+45=60
15+47=63|15+47=62
15+5=26|15+5=20
15+5=29|15+5=20
15+51=60|15+51=66
15+51=69|15+51=66
15+54=60|15+54=69
15+54=66|15+54=69
15+55=76|15+55=70
15+55=79|15+55=70
15+57=73|15+57=72
15+61=79|15+61=76
15+64=76|15+64=79
15+65=86|15+65=80
15+65=89|15+65=80
15+67=83|15+67=82
15+7=23|15+7=22
15+71=89|15+71=86
15+74=86|15+74=89
15+75=96|15+75=90
15+75=99|15+75=90
15+77=93|15+77=92
15+81=90|15+81=96
15+81=99|15+81=96
15+84=90|15+84=99
15+84=96|15+84=99
15+85=106|15+85=100
15+85=109|15+85=100
15+87=103|15+87=102
15+91=100|15+91=106
15+91=109|15+91=106
15+94=100|15+94=109
15+94=106|15+94=109
15+95=116|15+95=110
15+95=119|15+95=110
15+97=113|15+97=112
16-1=13|16-1=15
16-11=3|16-11=5
16-13=2|16-13=3
16-13=5|16-13=3
16-14=3|16-14=2
16-3=12|16-3=13
16-3=15|16-3=13
16-4=13|16-4=12
16-6=19|16-6=10
16+14=36|16+14=30
16+14=39|16+14=30
16+17=32|16+17=33
16+17=35|16+17=33
16+24=46|16+24=40
16+24=49|16+24=40
16+27=42|16+27=43
16+27=45|16+27=43
16+34=56|16+34=50
16+34=59|16+34=50
16+37=52|16+37=53
16+37=55|16+37=53
16+4=26|16+4=20
16+4=29|16+4=20
16+44=66|16+44=60
16+44=69|16+44=60
16+47=62|16+47=63
16+47=65|16+47=63
16+54=76|16+54=70
16+57=72|16+57=73
16+57=75|16+57=73
16+64=86|16+64=80
16+64=89|16+64=80
16+67=82|16+67=83
16+67=85|16+67=83
16+7=22|16+7=23
16+7=25|16+7=23
16+74=96|16+74=90
16+77=92|16+77=93
16+77=95|16+77=93
16+84=106|16+84=100
16+84=109|16+84=100
16+87=102|16+87=103
16+87=105|16+87=103
16+94=116|16+94=110
16+94=119|16+94=110
16+97=112|16+97=113
16+97=115|16+97=113
17-1=10|17-1=16
17-1=19|17-1=16
17-11=0|17-11=6
17-11=9|17-11=6
17-12=3|17-12=5
17-14=2|17-14=3
17-14=5|17-14=3
17-15=3|17-15=2
17-4=12|17-4=13
17-5=13|17-5=12
17-7=16|17-7=10
17-7=19|17-7=10
17+12=20|17+12=29
17+12=26|17+12=29
17+13=36|17+13=30
17+13=39|17+13=30
17+15=33|17+15=32
17+16=32|17+16=33
17+16=35|17+16=33
17+18=33|17+18=35
17+19=30|17+19=36
17+2=10|17+2=19
17+2=16|17+2=19
17+22=30|17+22=39
17+22=36|17+22=39
17+23=46|17+23=40
17+23=49|17+23=40
17+25=43|17+25=42
17+26=42|17+26=43
17+26=45|17+26=43
17+28=43|17+28=45
17+29=40|17+29=46
17+3=26|17+3=20
17+3=29|17+3=20
17+32=40|17+32=49
17+32=46|17+32=49
17+33=56|17+33=50
17+33=59|17+33=50
17+35=53|17+35=52
17+36=52|17+36=53
17+36=55|17+36=53
17+38=53|17+38=55
17+39=50|17+39=56
17+42=50|17+42=59
17+42=56|17+42=59
17+43=66|17+43=60
17+43=69|17+43=60
17+45=63|17+45=62
17+46=62|17+46=63
17+46=65|17+46=63
17+48=63|17+48=65
17+49=60|17+49=66
17+5=23|17+5=22
17+52=60|17+52=69
17+52=66|17+52=69
17+53=76|17+53=70
17+53=79|17+53=70
17+55=73|17+55=72
17+56=72|17+56=73
17+56=75|17+56=73
17+58=73|17+58=75
17+59=70|17+59=76
17+6=22|17+6=23
17+6=25|17+6=23
17+62=70|17+62=79
17+62=76|17+62=79
17+63=86|17+63=80
17+63=89|17+63=80
17+65=83|17+65=82
17+66=82|17+66=83
17+66=85|17+66=83
17+68=83|17+68=85
17+69=80|17+69=86
17+72=80|17+72=89
17+72=86|17+72=89
17+73=96|17+73=90
17+73=99|17+73=90
17+75=93|17+75=92
17+76=92|17+76=93
17+76=95|17+76=93
17+78=93|17+78=95
17+79=90|17+79=96
17+8=23|17+8=25
17+82=90|17+82=99
17+82=96|17+82=99
17+83=106|17+83=100
17+83=109|17+83=100
17+85=103|17+85=102
17+86=102|17+86=103
17+86=105|17+86=103
17+88=103|17+88=105
17+89=100|17+89=106
17+9=20|17+9=26
17+92=100|17+92=109
17+92=106|17+92=109
17+93=116|17+93=110
17+93=119|17+93=110
17+95=113|17+95=112
17+96=112|17+96=113
17+96=115|17+96=113
17+98=113|17+98=115
17+99=110|17+99=116
18-12=0|18-12=6
18-12=9|18-12=6
18-15=2|18-15=3
18-16=3|18-16=2
18-2=10|18-2=16
18-2=19|18-2=16
18-5=12|18-5=13
18-6=13|18-6=12
18-9=0|18-9=9
18-9=6|18-9=9
18+1=10|18+1=19
18+1=16|18+1=19
18+11=20|18+11=29
18+11=26|18+11=29
18+12=36|18+12=30
18+12=39|18+12=30
18+14=33|18+14=32
18+17=33|18+17=35
18+18=30|18+18=36
18+18=39|18+18=36
18+2=26|18+2=20
18+2=29|18+2=20
18+21=30|18+21=39
18+21=36|18+21=39
18+22=46|18+22=40
18+22=49|18+22=40
18+24=43|18+24=42
18+27=43|18+27=45
18+28=40|18+28=46
18+28=49|18+28=46
18+31=40|18+31=49
18+31=46|18+31=49
18+32=56|18+32=50
18+32=59|18+32=50
18+34=53|18+34=52
18+37=53|18+37=55
18+38=50|18+38=56
18+38=59|18+38=56
18+4=23|18+4=22
18+41=56|18+41=59
18+42=66|18+42=60
18+42=69|18+42=60
18+44=63|18+44=62
18+47=63|18+47=65
18+48=60|18+48=66
18+48=69|18+48=66
18+51=60|18+51=69
18+51=66|18+51=69
18+52=76|18+52=70
18+52=79|18+52=70
18+54=73|18+54=72
18+57=73|18+57=75
18+58=70|18+58=76
18+58=79|18+58=76
18+61=70|18+61=79
18+61=76|18+61=79
18+62=86|18+62=80
18+62=89|18+62=80
18+64=83|18+64=82
18+67=83|18+67=85
18+68=80|18+68=86
18+68=89|18+68=86
18+7=23|18+7=25
18+71=80|18+71=89
18+71=86|18+71=89
18+72=96|18+72=90
18+72=99|18+72=90
18+74=93|18+74=92
18+77=93|18+77=95
18+78=90|18+78=96
18+78=99|18+78=96
18+8=20|18+8=26
18+8=29|18+8=26
18+81=90|18+81=99
18+81=96|18+81=99
18+82=106|18+82=100
18+82=109|18+82=100
18+84=103|18+84=102
18+87=103|18+87=105
18+88=100|18+88=106
18+88=109|18+88=106
18+91=106|18+91=109
18+92=116|18+92=110
18+92=119|18+92=110
18+94=113|18+94=112
18+97=113|18+97=115
18+98=110|18+98=116
18+98=119|18+98=116
19-13=0|19-13=6
19-14=3|19-14=5
19-16=2|19-16=3
19-16=5|19-16=3
19-17=3|19-17=2
19-3=10|19-3=16
19-4=13|19-4=15
19-6=12|19-6=13
19-6=15|19-6=13
19-7=13|19-7=12
19-9=16|19-9=10
19+1=26|19+1=20
19+1=29|19+1=20
19+11=36|19+11=30
19+11=39|19+11=30
19+13=33|19+13=32
19+14=32|19+14=33
19+14=35|19+14=33
19+17=30|19+17=36
19+21=46|19+21=40
19+21=49|19+21=40
19+23=43|19+23=42
19+24=42|19+24=43
19+24=45|19+24=43
19+27=40|19+27=46
19+3=23|19+3=22
19+31=56|19+31=50
19+31=59|19+31=50
19+33=53|19+33=52
19+34=52|19+34=53
19+34=55|19+34=53
19+37=50|19+37=56
19+4=22|19+4=23
19+4=25|19+4=23
19+41=66|19+41=60
19+43=63|19+43=62
19+44=62|19+44=63
19+44=65|19+44=63
19+47=60|19+47=66
19+51=79|19+51=70
19+53=73|19+53=72
19+54=72|19+54=73
19+54=75|19+54=73
19+57=70|19+57=76
19+61=86|19+61=80
19+61=89|19+61=80
19+63=83|19+63=82
19+64=82|19+64=83
19+64=85|19+64=83
19+67=80|19+67=86
19+7=20|19+7=26
19+71=99|19+71=90
19+73=93|19+73=92
19+74=92|19+74=93
19+74=95|19+74=93
19+77=90|19+77=96
19+81=106|19+81=100
19+83=103|19+83=102
19+84=102|19+84=103
19+84=105|19+84=103
19+87=100|19+87=106
19+91=116|19+91=110
19+91=119|19+91=110
19+93=113|19+93=112
19+94=112|19+94=113
19+94=115|19+94=113
19+97=110|19+97=116
2+11=12|2+11=13
2+11=15|2+11=13
2+13=13|2+13=15
2+14=10|2+14=16
2+14=19|2+14=16
2+17=10|2+17=19
2+17=16|2+17=19
2+18=26|2+18=20
2+18=29|2+18=20
2+21=22|2+21=23
2+21=25|2+21=23
2+23=23|2+23=25
2+24=20|2+24=26
2+24=29|2+24=26
2+27=20|2+27=29
2+27=26|2+27=29
2+28=36|2+28=30
2+28=39|2+28=30
2+31=32|2+31=33
2+31=35|2+31=33
2+33=33|2+33=35
2+34=30|2+34=36
2+34=39|2+34=36
2+37=30|2+37=39
2+37=36|2+37=39
2+38=46|2+38=40
2+38=49|2+38=40
2+41=42|2+41=43
2+41=45|2+41=43
2+43=43|2+43=45
2+44=40|2+44=46
2+44=49|2+44=46
2+47=40|2+47=49
2+47=46|2+47=49
2+48=56|2+48=50
2+48=59|2+48=50
2+51=52|2+51=53
2+51=55|2+51=53
2+53=53|2+53=55
2+54=50|2+54=56
2+54=59|2+54=56
2+57=50|2+57=59
2+57=56|2+57=59
2+58=66|2+58=60
2+58=69|2+58=60
2+61=62|2+61=63
2+61=65|2+61=63
2+63=63|2+63=65
2+64=60|2+64=66
2+64=69|2+64=66
2+67=60|2+67=69
2+67=66|2+67=69
2+68=76|2+68=70
2+68=79|2+68=70
2+71=72|2+71=73
2+71=75|2+71=73
2+73=73|2+73=75
2+74=70|2+74=76
2+74=79|2+74=76
2+77=70|2+77=79
2+77=76|2+77=79
2+78=86|2+78=80
2+78=89|2+78=80
2+81=82|2+81=83
2+81=85|2+81=83
2+83=83|2+83=85
2+84=80|2+84=86
2+84=89|2+84=86
2+87=80|2+87=89
2+87=86|2+87=89
2+88=96|2+88=90
2+88=99|2+88=90
2+91=92|2+91=93
2+91=95|2+91=93
2+93=93|2+93=95
2+94=90|2+94=96
2+94=99|2+94=96
2+97=90|2+97=99
2+97=96|2+97=99
2+98=106|2+98=100
2+98=109|2+98=100
20-1=10|20-1=19
20-1=16|20-1=19
20-11=0|20-11=9
20-11=6|20-11=9
20-14=0|20-14=6
20-14=9|20-14=6
20-15=3|20-15=5
20-17=2|20-17=3
20-18=3|20-18=2
20-4=10|20-4=16
20-4=19|20-4=16
20-5=13|20-5=15
20-7=12|20-7=13
20-8=13|20-8=12
21-1=26|21-1=20
21-1=29|21-1=20
21-11=16|21-11=10
21-11=19|21-11=10
21-12=0|21-12=9
21-12=6|21-12=9
21-15=0|21-15=6
21-16=3|21-16=5
21-18=2|21-18=3
21-18=5|21-18=3
21-19=3|21-19=2
21-2=10|21-2=19
21-2=16|21-2=19
21-5=10|21-5=16
21-6=13|21-6=15
21-8=12|21-8=13
21-8=15|21-8=13
21-9=13|21-9=12
21+1=23|21+1=22
21+11=33|21+11=32
21+12=32|21+12=33
21+12=35|21+12=33
21+14=33|21+14=35
21+15=30|21+15=36
21+15=39|21+15=36
21+18=30|21+18=39
21+18=36|21+18=39
21+19=46|21+19=40
21+19=49|21+19=40
21+2=22|21+2=23
21+21=43|21+21=42
21+22=42|21+22=43
21+22=45|21+22=43
21+24=43|21+24=45
21+25=40|21+25=46
21+25=49|21+25=46
21+28=40|21+28=49
21+28=46|21+28=49
21+29=56|21+29=50
21+29=59|21+29=50
21+31=53|21+31=52
21+32=52|21+32=53
21+32=55|21+32=53
21+34=53|21+34=55
21+35=50|21+35=56
21+35=59|21+35=56
21+38=56|21+38=59
21+39=66|21+39=60
21+41=63|21+41=62
21+42=62|21+42=63
21+42=65|21+42=63
21+44=63|21+44=65
21+45=60|21+45=66
21+45=69|21+45=66
21+48=60|21+48=69
21+48=66|21+48=69
21+49=76|21+49=70
21+49=79|21+49=70
21+5=20|21+5=26
21+5=29|21+5=26
21+51=73|21+51=72
21+52=72|21+52=73
21+52=75|21+52=73
21+54=73|21+54=75
21+55=70|21+55=76
21+55=79|21+55=76
21+58=70|21+58=79
21+58=76|21+58=79
21+59=89|21+59=80
21+61=83|21+61=82
21+62=82|21+62=83
21+62=85|21+62=83
21+64=83|21+64=85
21+65=89|21+65=86
21+68=80|21+68=89
21+68=86|21+68=89
21+69=99|21+69=90
21+71=93|21+71=92
21+72=92|21+72=93
21+72=95|21+72=93
21+74=93|21+74=95
21+75=90|21+75=96
21+75=99|21+75=96
21+78=90|21+78=99
21+78=96|21+78=99
21+79=106|21+79=100
21+79=109|21+79=100
21+8=20|21+8=29
21+8=26|21+8=29
21+81=103|21+81=102
21+82=102|21+82=103
21+82=105|21+82=103
21+84=103|21+84=105
21+85=100|21+85=106
21+85=109|21+85=106
21+88=100|21+88=109
21+88=106|21+88=109
21+89=116|21+89=110
21+9=36|21+9=30
21+9=39|21+9=30
21+91=113|21+91=112
21+92=112|21+92=113
21+92=115|21+92=113
21+94=113|21+94=115
21+95=110|21+95=116
21+95=119|21+95=116
21+98=116|21+98=119
21+99=126|21+99=120
21+99=129|21+99=120
22-12=16|22-12=10
22-12=19|22-12=10
22-13=0|22-13=9
22-13=6|22-13=9
22-16=0|22-16=6
22-16=9|22-16=6
22-17=3|22-17=5
22-19=2|22-19=3
22-2=26|22-2=20
22-2=29|22-2=20
22-3=10|22-3=19
22-3=16|22-3=19
22-6=10|22-6=16
22-6=19|22-6=16
22-7=13|22-7=15
22-9=12|22-9=13
22+1=22|22+1=23
22+1=25|22+1=23
22+11=32|22+11=33
22+11=35|22+11=33
22+13=33|22+13=35
22+14=30|22+14=36
22+14=39|22+14=36
22+17=30|22+17=39
22+17=36|22+17=39
22+18=46|22+18=40
22+18=49|22+18=40
22+21=42|22+21=43
22+21=45|22+21=43
22+23=43|22+23=45
22+24=40|22+24=46
22+24=49|22+24=46
22+27=40|22+27=49
22+27=46|22+27=49
22+28=56|22+28=50
22+28=59|22+28=50
22+3=23|22+3=25
22+31=52|22+31=53
22+31=55|22+31=53
22+33=53|22+33=55
22+34=50|22+34=56
22+34=59|22+34=56
22+37=50|22+37=59
22+37=56|22+37=59
22+38=66|22+38=60
22+38=69|22+38=60
22+4=20|22+4=26
22+4=29|22+4=26
22+41=62|22+41=63
22+41=65|22+41=63
22+43=63|22+43=65
22+44=60|22+44=66
22+44=69|22+44=66
22+47=60|22+47=69
22+47=66|22+47=69
22+48=76|22+48=70
22+48=79|22+48=70
22+51=72|22+51=73
22+51=75|22+51=73
22+53=73|22+53=75
22+54=70|22+54=76
22+54=79|22+54=76
22+57=70|22+57=79
22+57=76|22+57=79
22+58=86|22+58=80
22+58=89|22+58=80
22+61=82|22+61=83
22+61=85|22+61=83
22+63=83|22+63=85
22+64=80|22+64=86
22+64=89|22+64=86
22+67=80|22+67=89
22+67=86|22+67=89
22+68=96|22+68=90
22+68=99|22+68=90
22+7=20|22+7=29
22+7=26|22+7=29
22+71=92|22+71=93
22+71=95|22+71=93
22+73=93|22+73=95
22+74=90|22+74=96
22+74=99|22+74=96
22+77=90|22+77=99
22+77=96|22+77=99
22+78=106|22+78=100
22+78=109|22+78=100
22+8=36|22+8=30
22+8=39|22+8=30
22+81=102|22+81=103
22+81=105|22+81=103
22+83=103|22+83=105
22+84=100|22+84=106
22+84=109|22+84=106
22+87=100|22+87=109
22+87=106|22+87=109
22+88=116|22+88=110
22+88=119|22+88=110
22+91=112|22+91=113
22+91=115|22+91=113
22+93=113|22+93=115
22+94=110|22+94=116
22+94=119|22+94=116
22+97=110|22+97=119
22+97=116|22+97=119
22+98=126|22+98=120
22+98=129|22+98=120
23-1=23|23-1=22
23-11=13|23-11=12
23-13=16|23-13=10
23-13=19|23-13=10
23-14=0|23-14=9
23-14=6|23-14=9
23-17=0|23-17=6
23-17=9|23-17=6
23-18=3|23-18=5
23-21=3|23-21=2
23-3=26|23-3=20
23-3=29|23-3=20
23-4=10|23-4=19
23-4=16|23-4=19
23-7=10|23-7=16
23-7=19|23-7=16
23-8=13|23-8=15
23+12=33|23+12=35
23+13=30|23+13=36
23+13=39|23+13=36
23+17=46|23+17=40
23+17=49|23+17=40
23+19=43|23+19=42
